Weight vector: [[ 0.90032473  0.78604619  0.85077613  1.29870263  0.1298506   1.57192678
   0.99844888 -0.01520158]]
Learning rate: 0.75
Step	Cost
1321	[14.98767742]
1322	[14.98765917]
1323	[14.98764096]
1324	[14.98762282]
1325	[14.98760474]
1326	[14.98758671]
1327	[14.98756874]
1328	[14.98755082]
1329	[14.98753297]
1330	[14.98751517]
1331	[14.98749743]
1332	[14.98747974]
1333	[14.98746211]
1334	[14.98744454]
1335	[14.98742702]
1336	[14.98740956]
1337	[14.98739215]
1338	[14.9873748]
1339	[14.9873575]
1340	[14.98734026]
1341	[14.98732308]
1342	[14.98730595]
1343	[14.98728887]
1344	[14.98727185]
1345	[14.98725488]
1346	[14.98723797]
1347	[14.98722111]
1348	[14.9872043]
1349	[14.98718755]
1350	[14.98717085]
1351	[14.9871542]
1352	[14.98713761]
1353	[14.98712107]
1354	[14.98710458]
1355	[14.98708815]
1356	[14.98707177]
1357	[14.98705543]
1358	[14.98703916]
1359	[14.98702293]
1360	[14.98700675]
1361	[14.98699063]
1362	[14.98697456]
1363	[14.98695854]
1364	[14.98694257]
1365	[14.98692665]
1366	[14.98691078]
1367	[14.98689496]
1368	[14.9868792]
1369	[14.98686348]
1370	[14.98684781]
1371	[14.98683219]
1372	[14.98681663]
1373	[14.98680111]
1374	[14.98678564]
1375	[14.98677022]
1376	[14.98675485]
1377	[14.98673953]
1378	[14.98672426]
1379	[14.98670903]
1380	[14.98669386]
1381	[14.98667873]
1382	[14.98666365]
1383	[14.98664862]
1384	[14.98663364]
1385	[14.9866187]
1386	[14.98660381]
1387	[14.98658897]
1388	[14.98657418]
1389	[14.98655943]
1390	[14.98654473]
1391	[14.98653008]
1392	[14.98651548]
1393	[14.98650092]
1394	[14.9864864]
1395	[14.98647194]
1396	[14.98645752]
1397	[14.98644314]
1398	[14.98642881]
1399	[14.98641453]
1400	[14.98640029]
1401	[14.9863861]
1402	[14.98637196]
1403	[14.98635785]
1404	[14.9863438]
1405	[14.98632978]
1406	[14.98631582]
1407	[14.98630189]
1408	[14.98628801]
1409	[14.98627418]
1410	[14.98626039]
1411	[14.98624664]
1412	[14.98623294]
1413	[14.98621928]
1414	[14.98620566]
1415	[14.98619209]
1416	[14.98617856]
1417	[14.98616508]
1418	[14.98615163]
1419	[14.98613823]
1420	[14.98612487]
1421	[14.98611156]
1422	[14.98609829]
1423	[14.98608506]
1424	[14.98607187]
1425	[14.98605872]
1426	[14.98604562]
1427	[14.98603255]
1428	[14.98601953]
1429	[14.98600655]
1430	[14.98599362]
1431	[14.98598072]
1432	[14.98596786]
1433	[14.98595505]
1434	[14.98594227]
1435	[14.98592954]
1436	[14.98591685]
1437	[14.98590419]
1438	[14.98589158]
1439	[14.98587901]
1440	[14.98586648]
1441	[14.98585398]
1442	[14.98584153]
1443	[14.98582912]
1444	[14.98581675]
1445	[14.98580441]
1446	[14.98579212]
1447	[14.98577986]
1448	[14.98576764]
1449	[14.98575547]
1450	[14.98574333]
1451	[14.98573123]
1452	[14.98571917]
1453	[14.98570714]
1454	[14.98569516]
1455	[14.98568321]
1456	[14.9856713]
1457	[14.98565943]
1458	[14.9856476]
1459	[14.9856358]
1460	[14.98562405]
1461	[14.98561233]
1462	[14.98560064]
1463	[14.985589]
1464	[14.98557739]
1465	[14.98556582]
1466	[14.98555428]
1467	[14.98554278]
1468	[14.98553132]
1469	[14.9855199]
1470	[14.98550851]
1471	[14.98549716]
1472	[14.98548584]
1473	[14.98547456]
1474	[14.98546332]
1475	[14.98545211]
1476	[14.98544094]
1477	[14.9854298]
1478	[14.9854187]
1479	[14.98540763]
1480	[14.9853966]
1481	[14.9853856]
1482	[14.98537464]
1483	[14.98536372]
1484	[14.98535282]
1485	[14.98534197]
1486	[14.98533115]
1487	[14.98532036]
1488	[14.98530961]
1489	[14.98529889]
1490	[14.9852882]
1491	[14.98527755]
1492	[14.98526693]
1493	[14.98525635]
1494	[14.9852458]
1495	[14.98523529]
1496	[14.9852248]
1497	[14.98521435]
1498	[14.98520394]
1499	[14.98519356]
1500	[14.98518321]
1501	[14.98517289]
1502	[14.98516261]
1503	[14.98515236]
1504	[14.98514214]
1505	[14.98513195]
1506	[14.9851218]
1507	[14.98511168]
1508	[14.98510159]
1509	[14.98509153]
1510	[14.98508151]
1511	[14.98507152]
1512	[14.98506156]
1513	[14.98505163]
1514	[14.98504173]
1515	[14.98503186]
1516	[14.98502203]
1517	[14.98501223]
1518	[14.98500245]
1519	[14.98499271]
1520	[14.984983]
1521	[14.98497332]
1522	[14.98496368]
1523	[14.98495406]
1524	[14.98494447]
1525	[14.98493492]
1526	[14.98492539]
1527	[14.9849159]
1528	[14.98490643]
1529	[14.984897]
1530	[14.98488759]
1531	[14.98487822]
1532	[14.98486887]
1533	[14.98485955]
1534	[14.98485027]
1535	[14.98484101]
1536	[14.98483179]
1537	[14.98482259]
1538	[14.98481342]
1539	[14.98480428]
1540	[14.98479517]
1541	[14.98478609]
1542	[14.98477704]
1543	[14.98476802]
1544	[14.98475902]
1545	[14.98475006]
1546	[14.98474112]
1547	[14.98473221]
1548	[14.98472333]
1549	[14.98471448]
1550	[14.98470566]
1551	[14.98469686]
1552	[14.98468809]
1553	[14.98467935]
1554	[14.98467064]
1555	[14.98466196]
1556	[14.9846533]
1557	[14.98464467]
1558	[14.98463607]
1559	[14.9846275]
1560	[14.98461895]
1561	[14.98461043]
1562	[14.98460194]
1563	[14.98459347]
1564	[14.98458503]
1565	[14.98457662]
1566	[14.98456824]
1567	[14.98455988]
1568	[14.98455155]
1569	[14.98454324]
1570	[14.98453496]
1571	[14.98452671]
1572	[14.98451849]
1573	[14.98451029]
1574	[14.98450211]
1575	[14.98449397]
1576	[14.98448584]
1577	[14.98447775]
1578	[14.98446968]
1579	[14.98446164]
1580	[14.98445362]
1581	[14.98444562]
1582	[14.98443766]
1583	[14.98442971]
1584	[14.9844218]
1585	[14.98441391]
1586	[14.98440604]
1587	[14.9843982]
1588	[14.98439038]
1589	[14.98438259]
1590	[14.98437482]
1591	[14.98436708]
1592	[14.98435936]
1593	[14.98435167]
1594	[14.984344]
1595	[14.98433636]
1596	[14.98432874]
1597	[14.98432114]
1598	[14.98431357]
1599	[14.98430602]
1600	[14.9842985]
1601	[14.984291]
1602	[14.98428353]
1603	[14.98427608]
1604	[14.98426865]
1605	[14.98426124]
1606	[14.98425386]
1607	[14.98424651]
1608	[14.98423917]
1609	[14.98423186]
1610	[14.98422458]
1611	[14.98421731]
1612	[14.98421007]
1613	[14.98420286]
1614	[14.98419566]
1615	[14.98418849]
1616	[14.98418134]
1617	[14.98417421]
1618	[14.98416711]
1619	[14.98416003]
1620	[14.98415297]
1621	[14.98414594]
1622	[14.98413892]
1623	[14.98413193]
1624	[14.98412496]
1625	[14.98411802]
1626	[14.98411109]
1627	[14.98410419]
1628	[14.98409731]
1629	[14.98409045]
1630	[14.98408362]
1631	[14.9840768]
1632	[14.98407001]
1633	[14.98406324]
1634	[14.98405649]
1635	[14.98404976]
1636	[14.98404305]
1637	[14.98403637]
1638	[14.9840297]
1639	[14.98402306]
1640	[14.98401644]
1641	[14.98400984]
1642	[14.98400326]
1643	[14.9839967]
1644	[14.98399016]
1645	[14.98398364]
1646	[14.98397715]
1647	[14.98397067]
1648	[14.98396422]
1649	[14.98395778]
1650	[14.98395137]
1651	[14.98394497]
1652	[14.9839386]
1653	[14.98393225]
1654	[14.98392591]
1655	[14.9839196]
1656	[14.98391331]
1657	[14.98390704]
1658	[14.98390078]
1659	[14.98389455]
1660	[14.98388834]
1661	[14.98388215]
1662	[14.98387597]
1663	[14.98386982]
1664	[14.98386369]
1665	[14.98385757]
1666	[14.98385148]
1667	[14.9838454]
1668	[14.98383935]
1669	[14.98383331]
1670	[14.98382729]
1671	[14.98382129]
1672	[14.98381531]
1673	[14.98380935]
1674	[14.98380341]
1675	[14.98379749]
1676	[14.98379159]
1677	[14.9837857]
1678	[14.98377983]
1679	[14.98377399]
1680	[14.98376816]
1681	[14.98376235]
1682	[14.98375656]
1683	[14.98375078]
1684	[14.98374503]
1685	[14.98373929]
1686	[14.98373357]
1687	[14.98372787]
1688	[14.98372219]
1689	[14.98371653]
1690	[14.98371088]
1691	[14.98370525]
1692	[14.98369964]
1693	[14.98369405]
1694	[14.98368848]
1695	[14.98368292]
1696	[14.98367738]
1697	[14.98367186]
1698	[14.98366636]
1699	[14.98366087]
1700	[14.9836554]
1701	[14.98364995]
1702	[14.98364452]
1703	[14.9836391]
1704	[14.9836337]
1705	[14.98362832]
1706	[14.98362296]
1707	[14.98361761]
1708	[14.98361228]
1709	[14.98360697]
1710	[14.98360167]
1711	[14.98359639]
1712	[14.98359113]
1713	[14.98358588]
1714	[14.98358065]
1715	[14.98357544]
1716	[14.98357024]
1717	[14.98356506]
1718	[14.9835599]
1719	[14.98355475]
1720	[14.98354962]
1721	[14.9835445]
1722	[14.98353941]
1723	[14.98353432]
1724	[14.98352926]
1725	[14.98352421]
1726	[14.98351918]
1727	[14.98351416]
1728	[14.98350916]
1729	[14.98350417]
1730	[14.9834992]
1731	[14.98349425]
1732	[14.98348931]
1733	[14.98348439]
1734	[14.98347948]
1735	[14.98347459]
1736	[14.98346972]
1737	[14.98346486]
1738	[14.98346001]
1739	[14.98345518]
1740	[14.98345037]
1741	[14.98344557]
1742	[14.98344079]
1743	[14.98343602]
1744	[14.98343127]
1745	[14.98342653]
1746	[14.98342181]
1747	[14.9834171]
1748	[14.98341241]
1749	[14.98340773]
1750	[14.98340307]
1751	[14.98339842]
1752	[14.98339379]
1753	[14.98338917]
1754	[14.98338457]
1755	[14.98337998]
1756	[14.98337541]
1757	[14.98337085]
1758	[14.9833663]
1759	[14.98336177]
1760	[14.98335726]
1761	[14.98335275]
1762	[14.98334827]
1763	[14.98334379]
1764	[14.98333934]
1765	[14.98333489]
1766	[14.98333046]
1767	[14.98332604]
1768	[14.98332164]
1769	[14.98331725]
1770	[14.98331288]
1771	[14.98330852]
1772	[14.98330417]
1773	[14.98329984]
1774	[14.98329552]
1775	[14.98329122]
1776	[14.98328692]
1777	[14.98328265]
1778	[14.98327838]
1779	[14.98327413]
1780	[14.9832699]
1781	[14.98326567]
1782	[14.98326146]
1783	[14.98325727]
1784	[14.98325308]
1785	[14.98324891]
1786	[14.98324476]
1787	[14.98324061]
1788	[14.98323648]
1789	[14.98323237]
1790	[14.98322826]
1791	[14.98322417]
1792	[14.98322009]
1793	[14.98321603]
1794	[14.98321198]
1795	[14.98320794]
1796	[14.98320391]
1797	[14.9831999]
1798	[14.9831959]
1799	[14.98319191]
1800	[14.98318793]
1801	[14.98318397]
1802	[14.98318002]
1803	[14.98317608]
1804	[14.98317216]
1805	[14.98316825]
1806	[14.98316435]
1807	[14.98316046]
1808	[14.98315659]
1809	[14.98315272]
1810	[14.98314887]
1811	[14.98314504]
1812	[14.98314121]
1813	[14.9831374]
1814	[14.98313359]
1815	[14.9831298]
1816	[14.98312603]
1817	[14.98312226]
1818	[14.98311851]
1819	[14.98311477]
1820	[14.98311104]
1821	[14.98310732]
1822	[14.98310361]
1823	[14.98309992]
1824	[14.98309624]
1825	[14.98309257]
1826	[14.98308891]
1827	[14.98308526]
1828	[14.98308163]
1829	[14.983078]
1830	[14.98307439]
1831	[14.98307079]
1832	[14.9830672]
1833	[14.98306362]
1834	[14.98306006]
1835	[14.9830565]
1836	[14.98305296]
1837	[14.98304942]
1838	[14.9830459]
1839	[14.98304239]
1840	[14.98303889]
1841	[14.98303541]
1842	[14.98303193]
1843	[14.98302846]
1844	[14.98302501]
1845	[14.98302157]
1846	[14.98301813]
1847	[14.98301471]
1848	[14.9830113]
1849	[14.9830079]
1850	[14.98300451]
1851	[14.98300113]
1852	[14.98299777]
1853	[14.98299441]
1854	[14.98299106]
1855	[14.98298773]
1856	[14.9829844]
1857	[14.98298109]
1858	[14.98297778]
1859	[14.98297449]
1860	[14.98297121]
1861	[14.98296794]
1862	[14.98296467]
1863	[14.98296142]
1864	[14.98295818]
1865	[14.98295495]
1866	[14.98295173]
1867	[14.98294852]
1868	[14.98294532]
1869	[14.98294213]
1870	[14.98293895]
1871	[14.98293578]
1872	[14.98293262]
1873	[14.98292947]
1874	[14.98292633]
1875	[14.9829232]
1876	[14.98292008]
1877	[14.98291698]
1878	[14.98291388]
1879	[14.98291079]
1880	[14.98290771]
1881	[14.98290464]
1882	[14.98290158]
1883	[14.98289853]
1884	[14.98289548]
1885	[14.98289245]
1886	[14.98288943]
1887	[14.98288642]
1888	[14.98288342]
1889	[14.98288043]
1890	[14.98287744]
1891	[14.98287447]
1892	[14.9828715]
1893	[14.98286855]
1894	[14.9828656]
1895	[14.98286267]
1896	[14.98285974]
1897	[14.98285682]
1898	[14.98285392]
1899	[14.98285102]
1900	[14.98284813]
1901	[14.98284525]
1902	[14.98284238]
1903	[14.98283951]
1904	[14.98283666]
1905	[14.98283382]
1906	[14.98283098]
1907	[14.98282816]
1908	[14.98282534]
1909	[14.98282253]
1910	[14.98281973]
1911	[14.98281694]
1912	[14.98281416]
1913	[14.98281139]
1914	[14.98280863]
1915	[14.98280587]
1916	[14.98280313]
1917	[14.98280039]
1918	[14.98279766]
1919	[14.98279494]
1920	[14.98279223]
1921	[14.98278953]
1922	[14.98278684]
1923	[14.98278415]
1924	[14.98278147]
1925	[14.98277881]
1926	[14.98277615]
1927	[14.9827735]
1928	[14.98277085]
1929	[14.98276822]
1930	[14.98276559]
1931	[14.98276298]
1932	[14.98276037]
1933	[14.98275777]
1934	[14.98275517]
1935	[14.98275259]
1936	[14.98275001]
1937	[14.98274744]
1938	[14.98274488]
1939	[14.98274233]
1940	[14.98273979]
1941	[14.98273725]
1942	[14.98273473]
1943	[14.98273221]
1944	[14.9827297]
1945	[14.98272719]
1946	[14.9827247]
1947	[14.98272221]
1948	[14.98271973]
1949	[14.98271726]
1950	[14.9827148]
1951	[14.98271234]
1952	[14.98270989]
1953	[14.98270745]
1954	[14.98270502]
1955	[14.9827026]
1956	[14.98270018]
1957	[14.98269777]
1958	[14.98269537]
1959	[14.98269298]
1960	[14.98269059]
1961	[14.98268821]
1962	[14.98268584]
1963	[14.98268348]
1964	[14.98268112]
1965	[14.98267877]
1966	[14.98267643]
1967	[14.9826741]
1968	[14.98267177]
1969	[14.98266945]
1970	[14.98266714]
1971	[14.98266484]
1972	[14.98266254]
1973	[14.98266025]
1974	[14.98265797]
1975	[14.98265569]
1976	[14.98265343]
1977	[14.98265117]
1978	[14.98264891]
1979	[14.98264667]
1980	[14.98264443]
1981	[14.9826422]
1982	[14.98263997]
1983	[14.98263776]
1984	[14.98263554]
1985	[14.98263334]
1986	[14.98263115]
1987	[14.98262896]
1988	[14.98262677]
1989	[14.9826246]
1990	[14.98262243]
1991	[14.98262027]
1992	[14.98261811]
1993	[14.98261597]
1994	[14.98261382]
1995	[14.98261169]
1996	[14.98260956]
1997	[14.98260744]
1998	[14.98260533]
1999	[14.98260322]
2000	[14.98260112]
2001	[14.98259903]
2002	[14.98259694]
2003	[14.98259486]
2004	[14.98259279]
2005	[14.98259072]
2006	[14.98258866]
2007	[14.9825866]
2008	[14.98258456]
2009	[14.98258252]
2010	[14.98258048]
2011	[14.98257845]
2012	[14.98257643]
2013	[14.98257442]
2014	[14.98257241]
2015	[14.98257041]
2016	[14.98256841]
2017	[14.98256642]
2018	[14.98256444]
2019	[14.98256246]
2020	[14.98256049]
2021	[14.98255853]
2022	[14.98255657]
2023	[14.98255462]
2024	[14.98255267]
2025	[14.98255073]
2026	[14.9825488]
2027	[14.98254687]
2028	[14.98254495]
2029	[14.98254303]
2030	[14.98254113]
2031	[14.98253922]
2032	[14.98253733]
2033	[14.98253544]
2034	[14.98253355]
2035	[14.98253167]
2036	[14.9825298]
2037	[14.98252793]
2038	[14.98252607]
2039	[14.98252422]
2040	[14.98252237]
2041	[14.98252053]
2042	[14.98251869]
2043	[14.98251686]
2044	[14.98251503]
2045	[14.98251321]
2046	[14.9825114]
2047	[14.98250959]
2048	[14.98250779]
2049	[14.98250599]
2050	[14.9825042]
2051	[14.98250242]
2052	[14.98250064]
2053	[14.98249886]
2054	[14.9824971]
2055	[14.98249533]
2056	[14.98249358]
2057	[14.98249183]
2058	[14.98249008]
2059	[14.98248834]
2060	[14.98248661]
2061	[14.98248488]
2062	[14.98248315]
2063	[14.98248143]
2064	[14.98247972]
2065	[14.98247802]
2066	[14.98247631]
2067	[14.98247462]
2068	[14.98247293]
2069	[14.98247124]
2070	[14.98246956]
2071	[14.98246789]
2072	[14.98246622]
2073	[14.98246455]
2074	[14.98246289]
2075	[14.98246124]
2076	[14.98245959]
2077	[14.98245795]
2078	[14.98245631]
2079	[14.98245468]
2080	[14.98245305]
2081	[14.98245143]
2082	[14.98244981]
2083	[14.9824482]
2084	[14.98244659]
2085	[14.98244499]
2086	[14.9824434]
2087	[14.9824418]
2088	[14.98244022]
2089	[14.98243864]
2090	[14.98243706]
2091	[14.98243549]
2092	[14.98243392]
2093	[14.98243236]
2094	[14.98243081]
2095	[14.98242925]
2096	[14.98242771]
2097	[14.98242617]
2098	[14.98242463]
2099	[14.9824231]
2100	[14.98242157]
2101	[14.98242005]
2102	[14.98241853]
2103	[14.98241702]
2104	[14.98241551]
2105	[14.98241401]
2106	[14.98241251]
2107	[14.98241102]
2108	[14.98240953]
2109	[14.98240805]
2110	[14.98240657]
2111	[14.98240509]
2112	[14.98240362]
2113	[14.98240216]
2114	[14.9824007]
2115	[14.98239924]
2116	[14.98239779]
2117	[14.98239635]
2118	[14.98239491]
2119	[14.98239347]
2120	[14.98239204]
2121	[14.98239061]
2122	[14.98238918]
2123	[14.98238777]
2124	[14.98238635]
2125	[14.98238494]
2126	[14.98238354]
2127	[14.98238214]
2128	[14.98238074]
2129	[14.98237935]
2130	[14.98237796]
2131	[14.98237658]
2132	[14.9823752]
2133	[14.98237382]
2134	[14.98237245]
2135	[14.98237109]
2136	[14.98236973]
2137	[14.98236837]
2138	[14.98236702]
2139	[14.98236567]
2140	[14.98236433]
2141	[14.98236299]
2142	[14.98236165]
2143	[14.98236032]
2144	[14.98235899]
2145	[14.98235767]
2146	[14.98235635]
2147	[14.98235504]
2148	[14.98235373]
2149	[14.98235242]
2150	[14.98235112]
2151	[14.98234982]
2152	[14.98234853]
2153	[14.98234724]
2154	[14.98234595]
2155	[14.98234467]
2156	[14.9823434]
2157	[14.98234212]
2158	[14.98234085]
2159	[14.98233959]
2160	[14.98233833]
2161	[14.98233707]
2162	[14.98233582]
2163	[14.98233457]
2164	[14.98233333]
2165	[14.98233208]
2166	[14.98233085]
2167	[14.98232961]
2168	[14.98232839]
2169	[14.98232716]
2170	[14.98232594]
2171	[14.98232472]
2172	[14.98232351]
2173	[14.9823223]
2174	[14.98232109]
2175	[14.98231989]
2176	[14.98231869]
2177	[14.9823175]
2178	[14.98231631]
2179	[14.98231512]
2180	[14.98231394]
2181	[14.98231276]
2182	[14.98231158]
2183	[14.98231041]
2184	[14.98230924]
2185	[14.98230808]
2186	[14.98230692]
2187	[14.98230576]
2188	[14.98230461]
2189	[14.98230346]
2190	[14.98230231]
2191	[14.98230117]
2192	[14.98230003]
2193	[14.9822989]
2194	[14.98229777]
2195	[14.98229664]
2196	[14.98229552]
2197	[14.98229439]
2198	[14.98229328]
2199	[14.98229216]
2200	[14.98229105]
2201	[14.98228995]
2202	[14.98228885]
2203	[14.98228775]
2204	[14.98228665]
2205	[14.98228556]
2206	[14.98228447]
2207	[14.98228338]
2208	[14.9822823]
2209	[14.98228122]
2210	[14.98228015]
2211	[14.98227908]
2212	[14.98227801]
2213	[14.98227694]
2214	[14.98227588]
2215	[14.98227483]
2216	[14.98227377]
2217	[14.98227272]
2218	[14.98227167]
2219	[14.98227063]
2220	[14.98226959]
2221	[14.98226855]
2222	[14.98226751]
2223	[14.98226648]
2224	[14.98226545]
2225	[14.98226443]
2226	[14.98226341]
2227	[14.98226239]
2228	[14.98226137]
2229	[14.98226036]
2230	[14.98225935]
2231	[14.98225835]
2232	[14.98225735]
2233	[14.98225635]
2234	[14.98225535]
2235	[14.98225436]
2236	[14.98225337]
2237	[14.98225238]
2238	[14.9822514]
2239	[14.98225042]
2240	[14.98224944]
2241	[14.98224847]
2242	[14.9822475]
2243	[14.98224653]
2244	[14.98224557]
2245	[14.98224461]
2246	[14.98224365]
2247	[14.98224269]
2248	[14.98224174]
2249	[14.98224079]
2250	[14.98223984]
2251	[14.9822389]
2252	[14.98223796]
2253	[14.98223702]
2254	[14.98223609]
2255	[14.98223516]
2256	[14.98223423]
2257	[14.9822333]
2258	[14.98223238]
2259	[14.98223146]
2260	[14.98223055]
2261	[14.98222963]
2262	[14.98222872]
2263	[14.98222781]
2264	[14.98222691]
2265	[14.98222601]
2266	[14.98222511]
2267	[14.98222421]
2268	[14.98222332]
2269	[14.98222243]
2270	[14.98222154]
2271	[14.98222065]
2272	[14.98221977]
2273	[14.98221889]
2274	[14.98221802]
2275	[14.98221714]
2276	[14.98221627]
2277	[14.9822154]
2278	[14.98221454]
2279	[14.98221368]
2280	[14.98221282]
2281	[14.98221196]
2282	[14.9822111]
2283	[14.98221025]
2284	[14.9822094]
2285	[14.98220856]
2286	[14.98220771]
2287	[14.98220687]
2288	[14.98220603]
2289	[14.9822052]
2290	[14.98220437]
2291	[14.98220354]
2292	[14.98220271]
2293	[14.98220188]
2294	[14.98220106]
2295	[14.98220024]
2296	[14.98219942]
2297	[14.98219861]
2298	[14.9821978]
2299	[14.98219699]
2300	[14.98219618]
2301	[14.98219538]
2302	[14.98219458]
2303	[14.98219378]
2304	[14.98219298]
2305	[14.98219219]
2306	[14.9821914]
2307	[14.98219061]
2308	[14.98218982]
2309	[14.98218904]
2310	[14.98218825]
2311	[14.98218748]
2312	[14.9821867]
2313	[14.98218593]
2314	[14.98218515]
2315	[14.98218438]
2316	[14.98218362]
2317	[14.98218285]
2318	[14.98218209]
2319	[14.98218133]
2320	[14.98218058]
2321	[14.98217982]
2322	[14.98217907]
2323	[14.98217832]
2324	[14.98217757]
2325	[14.98217683]
2326	[14.98217609]
2327	[14.98217535]
2328	[14.98217461]
2329	[14.98217387]
2330	[14.98217314]
2331	[14.98217241]
2332	[14.98217168]
2333	[14.98217095]
2334	[14.98217023]
2335	[14.98216951]
2336	[14.98216879]
2337	[14.98216807]
2338	[14.98216736]
2339	[14.98216664]
2340	[14.98216593]
2341	[14.98216523]
2342	[14.98216452]
2343	[14.98216382]
2344	[14.98216312]
2345	[14.98216242]
2346	[14.98216172]
2347	[14.98216103]
2348	[14.98216033]
2349	[14.98215964]
2350	[14.98215896]
2351	[14.98215827]
2352	[14.98215759]
2353	[14.98215691]
2354	[14.98215623]
2355	[14.98215555]
2356	[14.98215488]
2357	[14.9821542]
2358	[14.98215353]
2359	[14.98215286]
2360	[14.9821522]
2361	[14.98215153]
2362	[14.98215087]
2363	[14.98215021]
2364	[14.98214955]
2365	[14.9821489]
2366	[14.98214824]
2367	[14.98214759]
2368	[14.98214694]
2369	[14.9821463]
2370	[14.98214565]
2371	[14.98214501]
2372	[14.98214437]
2373	[14.98214373]
2374	[14.98214309]
2375	[14.98214246]
2376	[14.98214182]
2377	[14.98214119]
2378	[14.98214056]
2379	[14.98213994]
2380	[14.98213931]
2381	[14.98213869]
2382	[14.98213807]
2383	[14.98213745]
2384	[14.98213683]
2385	[14.98213621]
2386	[14.9821356]
2387	[14.98213499]
2388	[14.98213438]
2389	[14.98213377]
2390	[14.98213317]
2391	[14.98213256]
2392	[14.98213196]
2393	[14.98213136]
2394	[14.98213077]
2395	[14.98213017]
2396	[14.98212958]
2397	[14.98212898]
2398	[14.98212839]
2399	[14.98212781]
2400	[14.98212722]
2401	[14.98212663]
2402	[14.98212605]
2403	[14.98212547]
2404	[14.98212489]
2405	[14.98212431]
2406	[14.98212374]
2407	[14.98212317]
2408	[14.98212259]
2409	[14.98212202]
2410	[14.98212146]
2411	[14.98212089]
2412	[14.98212033]
2413	[14.98211976]
2414	[14.9821192]
2415	[14.98211864]
2416	[14.98211809]
2417	[14.98211753]
2418	[14.98211698]
2419	[14.98211642]
2420	[14.98211587]
2421	[14.98211533]
2422	[14.98211478]
2423	[14.98211423]
2424	[14.98211369]
2425	[14.98211315]
2426	[14.98211261]
2427	[14.98211207]
2428	[14.98211154]
2429	[14.982111]
2430	[14.98211047]
2431	[14.98210994]
2432	[14.98210941]
2433	[14.98210888]
2434	[14.98210835]
2435	[14.98210783]
2436	[14.98210731]
2437	[14.98210679]
2438	[14.98210627]
2439	[14.98210575]
2440	[14.98210523]
2441	[14.98210472]
2442	[14.9821042]
2443	[14.98210369]
2444	[14.98210318]
2445	[14.98210268]
2446	[14.98210217]
2447	[14.98210166]
2448	[14.98210116]
2449	[14.98210066]
2450	[14.98210016]
2451	[14.98209966]
2452	[14.98209916]
2453	[14.98209867]
2454	[14.98209818]
2455	[14.98209768]
2456	[14.98209719]
2457	[14.9820967]
2458	[14.98209622]
2459	[14.98209573]
2460	[14.98209525]
2461	[14.98209476]
2462	[14.98209428]
2463	[14.9820938]
2464	[14.98209332]
2465	[14.98209285]
2466	[14.98209237]
2467	[14.9820919]
2468	[14.98209143]
2469	[14.98209096]
2470	[14.98209049]
2471	[14.98209002]
2472	[14.98208955]
2473	[14.98208909]
2474	[14.98208863]
2475	[14.98208816]
2476	[14.9820877]
2477	[14.98208725]
2478	[14.98208679]
2479	[14.98208633]
2480	[14.98208588]
2481	[14.98208543]
2482	[14.98208497]
2483	[14.98208452]
2484	[14.98208408]
2485	[14.98208363]
2486	[14.98208318]
2487	[14.98208274]
2488	[14.9820823]
2489	[14.98208185]
2490	[14.98208141]
2491	[14.98208097]
2492	[14.98208054]
2493	[14.9820801]
2494	[14.98207967]
2495	[14.98207923]
2496	[14.9820788]
2497	[14.98207837]
2498	[14.98207794]
2499	[14.98207752]
2500	[14.98207709]
2501	[14.98207666]
2502	[14.98207624]
2503	[14.98207582]
2504	[14.9820754]
2505	[14.98207498]
2506	[14.98207456]
2507	[14.98207414]
2508	[14.98207373]
2509	[14.98207331]
2510	[14.9820729]
2511	[14.98207249]
2512	[14.98207208]
2513	[14.98207167]
2514	[14.98207126]
2515	[14.98207086]
2516	[14.98207045]
2517	[14.98207005]
2518	[14.98206964]
2519	[14.98206924]
2520	[14.98206884]
2521	[14.98206844]
2522	[14.98206805]
2523	[14.98206765]
2524	[14.98206726]
2525	[14.98206686]
2526	[14.98206647]
2527	[14.98206608]
2528	[14.98206569]
2529	[14.9820653]
2530	[14.98206491]
2531	[14.98206453]
2532	[14.98206414]
2533	[14.98206376]
2534	[14.98206338]
2535	[14.98206299]
2536	[14.98206261]
2537	[14.98206224]
2538	[14.98206186]
2539	[14.98206148]
2540	[14.98206111]
2541	[14.98206073]
2542	[14.98206036]
2543	[14.98205999]
2544	[14.98205962]
2545	[14.98205925]
2546	[14.98205888]
2547	[14.98205851]
2548	[14.98205815]
2549	[14.98205778]
2550	[14.98205742]
2551	[14.98205706]
2552	[14.9820567]
2553	[14.98205634]
2554	[14.98205598]
2555	[14.98205562]
2556	[14.98205526]
2557	[14.98205491]
2558	[14.98205455]
2559	[14.9820542]
2560	[14.98205385]
2561	[14.9820535]
2562	[14.98205315]
2563	[14.9820528]
2564	[14.98205245]
2565	[14.9820521]
2566	[14.98205176]
2567	[14.98205142]
2568	[14.98205107]
2569	[14.98205073]
2570	[14.98205039]
2571	[14.98205005]
2572	[14.98204971]
2573	[14.98204937]
2574	[14.98204904]
2575	[14.9820487]
2576	[14.98204837]
2577	[14.98204803]
2578	[14.9820477]
2579	[14.98204737]
2580	[14.98204704]
2581	[14.98204671]
2582	[14.98204638]
2583	[14.98204605]
2584	[14.98204573]
2585	[14.9820454]
2586	[14.98204508]
